PT08.S1(CO),T,RH,log_AH,hour,month,CO
1035.0,23.0,48.1,0.286831710996942,1.0,6.0,2.0
839.0,24.8,43.4,0.2901290760948327,2.0,6.0,0.9
833.0,23.1,47.4,0.2782376136237812,3.0,6.0,0.7
804.0,21.7,50.2,0.2559591802558328,4.0,6.0,0.6
811.0,21.9,50.7,0.2729237014762355,5.0,6.0,0.6
1028.0,20.1,57.0,0.2788431237845766,6.0,6.0,1.6
1138.0,21.5,51.8,0.2722384309579276,7.0,6.0,2.6
1203.0,22.9,48.7,0.293862931526862,8.0,6.0,2.9
1193.0,25.7,41.0,0.2890061954139122,9.0,6.0,2.8
1049.0,29.9,33.2,0.3215761240993371,10.0,6.0,1.9
1090.0,32.9,28.0,0.3212860798655584,11.0,6.0,1.9
1070.0,34.0,25.6,0.2899046008048782,12.0,6.0,2.1
1014.0,34.7,22.6,0.2067702371962645,13.0,6.0,1.9
972.0,35.5,20.3,0.1472123796803867,14.0,6.0,1.6
951.0,35.9,18.8,0.0872780081070605,15.0,6.0,1.6
1033.0,36.2,18.6,0.0902976379807806,16.0,6.0,2.1
983.0,35.4,15.3,-0.1493124031870091,17.0,6.0,2.4
973.0,32.9,15.5,-0.2680101726543166,18.0,6.0,2.8
1083.0,29.9,19.8,-0.1971103742673939,19.0,6.0,3.4
1062.0,28.1,22.4,-0.1750679280826465,20.0,6.0,3.4
1011.0,26.1,24.7,-0.1944346246777566,21.0,6.0,2.7
1054.0,25.0,28.7,-0.1116021765813023,22.0,6.0,2.6
1013.0,24.3,31.0,-0.0760174864239159,23.0,6.0,2.3
870.0,24.0,31.2,-0.0844691566264499,0.0,6.0,1.2
857.0,22.4,34.9,-0.0659261501161668,1.0,6.0,1.0
835.0,21.2,37.6,-0.0666741332679927,2.0,6.0,0.9
844.0,19.5,42.3,-0.0554070072717384,3.0,6.0,1.1
769.0,19.5,42.4,-0.0497155922459328,5.0,6.0,0.4
891.0,18.6,45.8,-0.0280908801665256,6.0,6.0,0.9
1037.0,19.7,44.1,0.0038924147153438,7.0,6.0,1.8
1090.0,21.9,39.4,0.0240094524603518,8.0,6.0,2.2
1117.0,24.5,34.3,0.0398935636616766,9.0,6.0,2.4
1109.0,30.0,25.6,0.0652257849177073,10.0,6.0,2.3
961.0,34.5,18.9,0.0166604408931071,11.0,6.0,1.6
985.0,36.3,17.5,0.04027784649857,12.0,6.0,1.4
960.0,37.7,16.0,0.0228372339027571,13.0,6.0,1.4
927.0,38.3,15.8,0.0454512629039173,14.0,6.0,1.0
958.0,38.4,17.5,0.149195566361853,15.0,6.0,1.0
1019.0,37.2,20.5,0.2478751875333935,16.0,6.0,1.2
1010.0,34.0,26.4,0.3207057388989622,17.0,6.0,1.3
1030.0,32.3,30.4,0.3681093215643955,18.0,6.0,1.5
1100.0,30.5,33.9,0.3759676373191413,19.0,6.0,1.9
1079.0,29.2,37.8,0.4119771917233874,20.0,6.0,1.8
1036.0,28.4,39.1,0.3975001384538675,21.0,6.0,1.4
1085.0,27.7,40.6,0.3939321922944401,22.0,6.0,1.7
1214.0,27.2,42.5,0.4100545604419716,23.0,6.0,2.7
1127.0,26.5,44.8,0.4239596907443287,0.0,6.0,2.1
1038.0,25.5,47.6,0.4264435144933561,1.0,6.0,1.4
948.0,25.2,47.8,0.4105189824108433,2.0,6.0,1.0
953.0,23.2,53.7,0.4085270821439841,3.0,6.0,1.0
869.0,23.2,52.3,0.3830831572150339,4.0,6.0,0.8
809.0,24.0,50.3,0.3927850549507899,5.0,6.0,0.5
833.0,23.5,51.2,0.3807624954677925,6.0,6.0,0.6
857.0,23.5,50.8,0.3729419164026043,7.0,6.0,0.6
966.0,24.7,47.6,0.3782309351543953,8.0,6.0,1.0
1063.0,27.2,41.1,0.3791895766959017,9.0,6.0,1.6
1110.0,31.0,32.4,0.3572547758037414,10.0,6.0,1.9
1055.0,35.2,24.8,0.3259889066063676,11.0,6.0,1.7
939.0,37.8,18.5,0.180403050971324,12.0,6.0,1.1
816.0,39.0,15.1,0.0415257468284983,13.0,6.0,0.8
841.0,41.3,12.8,-0.0067225457608268,14.0,6.0,0.7
842.0,41.8,11.9,-0.0538228066975066,15.0,6.0,0.7
990.0,42.2,14.2,0.149195566361853,16.0,6.0,1.2
1042.0,41.4,15.5,0.1897108552258092,17.0,6.0,1.6
1089.0,38.9,21.4,0.3787788428456585,18.0,6.0,1.6
1102.0,34.3,26.0,0.3267825860736957,19.0,6.0,1.7
1095.0,32.7,27.7,0.2955758345708815,20.0,6.0,2.0
1116.0,30.5,30.4,0.2647460411687232,21.0,6.0,2.3
1105.0,29.0,33.6,0.2834481219197194,22.0,6.0,2.4
1018.0,28.2,36.6,0.3207057388989622,23.0,6.0,1.7
991.0,27.2,38.9,0.323604081627844,0.0,6.0,1.2
923.0,26.7,40.0,0.3187445979035986,1.0,6.0,1.0
874.0,26.0,41.2,0.3073376301102221,2.0,6.0,0.6
846.0,22.8,50.1,0.3131304969053683,3.0,6.0,0.5
838.0,24.0,46.6,0.3148107398400336,4.0,6.0,0.4
827.0,24.0,46.4,0.3140074976193295,5.0,6.0,0.5
901.0,23.7,47.1,0.3076317477594013,6.0,6.0,0.7
1291.0,23.6,47.3,0.3099815799465478,7.0,6.0,3.2
1441.0,25.5,43.1,0.3286560554212065,8.0,6.0,5.6
1363.0,28.5,36.8,0.3455735508675585,9.0,6.0,4.6
1218.0,32.6,28.0,0.3049815695298421,10.0,6.0,3.3
1132.0,36.3,23.4,0.3294476216842485,11.0,6.0,2.1
1103.0,37.5,21.5,0.3128379923328989,12.0,6.0,1.9
1081.0,39.6,19.0,0.2961709398476872,13.0,6.0,1.9
1079.0,40.1,19.3,0.337400377194035,14.0,6.0,1.6
1167.0,40.4,20.0,0.395684096253059,15.0,6.0,2.0
1148.0,39.9,20.1,0.3712186693795731,16.0,6.0,1.8
1221.0,39.1,19.6,0.303210874069408,17.0,6.0,2.9
1255.0,37.0,21.9,0.3003267899848597,18.0,6.0,3.4
1245.0,33.9,26.8,0.3292318021085753,19.0,6.0,3.1
1162.0,31.9,30.6,0.3507272916688302,20.0,6.0,2.5
1079.0,29.7,33.9,0.3274314919690638,21.0,6.0,1.8
1091.0,28.6,36.8,0.347835995271528,22.0,6.0,1.8
1085.0,27.8,38.7,0.3497409593358028,23.0,6.0,2.0
1050.0,27.8,40.0,0.3846499683942443,0.0,6.0,1.5
941.0,27.5,41.3,0.4029285604561675,1.0,6.0,0.8
891.0,27.3,41.6,0.3991787234654563,2.0,6.0,0.4
842.0,26.0,44.2,0.3823329440511179,3.0,6.0,0.3
863.0,25.9,45.1,0.3980375922793677,5.0,6.0,0.5
956.0,25.3,47.6,0.4126393118561647,6.0,6.0,0.7
1384.0,24.7,49.5,0.4187761221678367,7.0,6.0,3.4
1502.0,27.1,43.1,0.4202880369998026,8.0,6.0,5.7
1219.0,28.3,39.8,0.4089922138843213,9.0,6.0,3.2
1237.0,32.4,32.3,0.437222139721356,10.0,6.0,2.7
1181.0,35.4,27.8,0.4531753242642405,11.0,6.0,2.1
1251.0,35.5,27.4,0.4469268979157588,12.0,6.0,2.8
1214.0,37.8,24.4,0.4524759123775191,13.0,6.0,2.5
1166.0,37.2,25.5,0.4646141319612973,14.0,6.0,2.1
1226.0,37.2,25.6,0.4708782466563964,15.0,6.0,2.5
1265.0,38.0,25.0,0.4893159402781084,16.0,6.0,2.7
1317.0,37.1,26.9,0.5089238164763944,17.0,6.0,3.7
1372.0,36.9,27.8,0.5364348892724102,18.0,6.0,3.7
1443.0,34.7,31.9,0.5495654520819212,19.0,6.0,4.6
1200.0,31.9,38.4,0.5820480080412257,20.0,6.0,2.6
1216.0,30.5,42.3,0.5973518831050785,21.0,6.0,2.5
1160.0,29.3,45.8,0.6076982187274627,22.0,6.0,2.3
1194.0,28.2,48.1,0.5957548345512959,23.0,6.0,2.2
1199.0,27.3,51.0,0.6036053318984502,0.0,6.0,2.5
965.0,26.8,52.4,0.5955894769651399,1.0,6.0,0.9
961.0,26.0,54.9,0.5955894769651399,2.0,6.0,0.8
901.0,26.8,51.9,0.5910037068912418,3.0,6.0,0.7
864.0,26.9,51.8,0.5905605917848442,4.0,6.0,0.5
952.0,24.6,59.1,0.5885086264473757,5.0,6.0,0.7
1009.0,26.4,53.1,0.587064181751788,6.0,6.0,0.9
1225.0,27.3,46.4,0.5033175082756689,7.0,6.0,2.2
1245.0,28.4,40.4,0.4345059768925783,8.0,6.0,2.8
1265.0,30.8,37.1,0.4805107357636318,9.0,6.0,2.9
1276.0,34.2,30.7,0.4856308851314346,10.0,6.0,2.9
1232.0,37.0,26.5,0.4917651210272482,11.0,6.0,3.0
1193.0,36.6,27.8,0.5164100020598913,12.0,6.0,2.5
1162.0,36.9,26.9,0.4993803760812487,13.0,6.0,2.3
1126.0,39.3,22.2,0.439544421761027,14.0,6.0,2.1
1089.0,38.5,22.4,0.4066643886836465,15.0,6.0,1.9
1134.0,39.7,20.4,0.3780253923493827,16.0,6.0,2.3
1388.0,38.8,24.2,0.4967064152051071,17.0,6.0,4.2
1506.0,33.5,38.0,0.6621723762605147,18.0,6.0,4.9
1352.0,34.0,32.9,0.5452850198175615,19.0,6.0,4.9
1217.0,31.9,33.7,0.4487161501024793,20.0,6.0,3.5
1149.0,30.2,37.6,0.461845441544272,21.0,6.0,2.5
1156.0,28.9,41.0,0.4759857009232829,22.0,6.0,2.5
1180.0,27.8,45.2,0.5070585371967467,23.0,6.0,2.6
1109.0,27.1,47.4,0.5128835048754347,0.0,7.0,2.3
1032.0,26.2,49.4,0.5041030780051639,1.0,7.0,1.5
893.0,26.9,49.3,0.5420917056399894,2.0,7.0,0.9
848.0,26.3,50.8,0.534034208902872,3.0,7.0,0.6
850.0,24.9,54.6,0.5252017897104978,4.0,7.0,0.6
938.0,23.4,58.6,0.509885181688934,5.0,7.0,0.8
948.0,24.4,55.2,0.5070585371967467,6.0,7.0,0.9
1225.0,25.1,54.3,0.5339755836646902,7.0,7.0,2.4
1380.0,26.6,51.2,0.5633231927237446,8.0,7.0,3.9
1276.0,28.2,47.1,0.573913092636247,9.0,7.0,2.9
1246.0,31.6,39.4,0.586062957950271,10.0,7.0,2.7
1141.0,34.2,31.8,0.520993752681617,11.0,7.0,2.0
1199.0,36.6,27.1,0.4917651210272482,12.0,7.0,2.4
1156.0,37.6,26.9,0.5394130806179033,13.0,7.0,2.0
1158.0,38.1,26.3,0.5430798192953231,14.0,7.0,1.8
1163.0,37.8,26.9,0.553425237384808,15.0,7.0,1.9
1078.0,37.8,22.7,0.3820599996618424,16.0,7.0,1.8
1244.0,36.9,24.7,0.4143587752782842,17.0,7.0,2.9
1236.0,34.5,28.5,0.4259211166755466,18.0,7.0,3.3
1364.0,32.5,30.9,0.3970968584376478,19.0,7.0,4.4
1193.0,30.9,30.4,0.2911759617060367,20.0,7.0,3.4
1078.0,28.7,34.7,0.2969143237653586,21.0,7.0,1.9
1140.0,27.7,39.3,0.3626967762572266,22.0,7.0,2.1
1239.0,26.8,45.1,0.4475662841267998,23.0,7.0,2.5
1171.0,26.1,45.3,0.4131025352373757,0.0,7.0,2.3
1065.0,25.9,46.1,0.4169983439218375,1.0,7.0,1.7
1024.0,25.3,47.6,0.4140944348062188,2.0,7.0,1.5
873.0,26.6,43.0,0.3902160973454254,3.0,7.0,0.8
887.0,25.1,48.0,0.4131025352373757,5.0,7.0,0.5
993.0,24.8,50.6,0.4481413823886006,6.0,7.0,0.8
1299.0,25.7,49.7,0.4793349566746198,7.0,7.0,2.6
1529.0,27.4,45.5,0.4944523096480454,8.0,7.0,4.9
1320.0,29.3,40.0,0.4751155411319117,9.0,7.0,2.9
1226.0,33.6,28.7,0.3847860968997636,10.0,7.0,2.8
1105.0,34.6,27.7,0.404864928036132,11.0,7.0,1.8
1160.0,35.6,27.2,0.4419256051109388,12.0,7.0,1.8
1125.0,36.9,23.3,0.3585831222080339,13.0,7.0,1.9
1099.0,38.8,20.7,0.3390403647269229,14.0,7.0,1.7
1124.0,38.1,22.6,0.3966261594409599,15.0,7.0,1.7
1105.0,37.1,23.0,0.3526970425695087,16.0,7.0,1.9
1035.0,34.8,19.3,0.0528770396007669,17.0,7.0,2.1
1065.0,33.6,20.7,0.0573250666192693,18.0,7.0,2.4
1051.0,31.4,18.5,-0.1772146194258099,19.0,7.0,3.0
1073.0,29.5,23.8,-0.0384290266197818,20.0,7.0,2.8
1008.0,27.4,27.1,-0.0267547373088196,21.0,7.0,1.9
1090.0,26.1,31.1,0.0332413337798019,22.0,7.0,2.1
1048.0,25.5,34.0,0.0893835611346854,23.0,7.0,1.8
1131.0,24.0,37.8,0.1066097350582582,0.0,7.0,2.5
953.0,24.2,37.3,0.1059803235372319,1.0,7.0,1.1
897.0,23.4,40.6,0.1459168749001547,2.0,7.0,0.7
900.0,21.8,46.6,0.1815712754032505,3.0,7.0,0.7
828.0,22.6,43.0,0.1509168853168605,4.0,7.0,0.4
892.0,20.2,50.7,0.169236317245299,5.0,7.0,0.7
914.0,20.5,49.3,0.1621188494764351,6.0,7.0,0.7
1096.0,21.4,48.0,0.189462664945321,7.0,7.0,1.8
1173.0,23.2,43.9,0.2105850220668139,8.0,7.0,2.3
1125.0,25.3,40.7,0.2562688017460375,9.0,7.0,1.9
1079.0,29.9,31.1,0.253323519815342,10.0,7.0,1.7
974.0,33.9,21.3,0.1013826142886026,11.0,7.0,1.3
977.0,36.3,16.0,-0.0549843083327595,12.0,7.0,1.5
912.0,36.6,15.2,-0.0858847391571696,13.0,7.0,1.3
896.0,37.4,15.8,-0.000200020002667,14.0,7.0,0.8
896.0,37.9,15.0,-0.0282965991551137,15.0,7.0,0.8
956.0,38.0,16.8,0.089200645458302,16.0,7.0,1.1
970.0,36.9,17.5,0.0759420035751573,17.0,7.0,1.2
929.0,35.3,17.0,-0.0448927688907366,18.0,7.0,1.2
947.0,31.9,20.4,-0.0553013157850893,19.0,7.0,1.4
1003.0,29.1,29.6,0.1648362424529351,20.0,7.0,1.1
1045.0,27.4,33.4,0.1841532116229245,21.0,7.0,1.5
1125.0,26.7,35.8,0.2084765142708058,22.0,7.0,2.0
1138.0,25.2,42.7,0.298102589779665,23.0,7.0,1.9
1217.0,24.0,51.9,0.4221255490012715,0.0,7.0,2.2
983.0,24.5,44.4,0.2983252325502606,1.0,7.0,1.1
1007.0,22.6,51.0,0.3224457523880721,2.0,7.0,1.1
957.0,22.2,52.7,0.3286560554212065,3.0,7.0,0.8
914.0,21.2,56.8,0.343164081910785,4.0,7.0,0.6
886.0,20.3,59.6,0.3360435733296593,5.0,7.0,0.6
899.0,21.3,56.7,0.34910637443878,6.0,7.0,0.6
942.0,23.0,54.6,0.4171960309838631,7.0,7.0,0.6
1022.0,23.7,54.3,0.453048194846322,8.0,7.0,1.1
1009.0,25.4,49.3,0.4531117615755173,9.0,7.0,1.0
1025.0,29.6,37.7,0.4343764516025845,10.0,7.0,1.0
977.0,33.9,26.2,0.3121795440521684,11.0,7.0,1.0
936.0,35.8,22.4,0.2571970914390615,12.0,7.0,0.8
884.0,37.9,18.8,0.2004888607494035,13.0,7.0,0.7
809.0,38.5,14.8,-0.0058168853215648,14.0,7.0,0.4
852.0,39.3,14.5,0.0147900854726353,15.0,7.0,0.5
872.0,38.9,15.6,0.0594945717856396,16.0,7.0,0.6
839.0,37.9,12.7,-0.1971103742673939,17.0,7.0,0.7
854.0,35.8,13.4,-0.2550212902122325,18.0,7.0,0.9
971.0,32.3,19.7,-0.0677436520865195,19.0,7.0,1.6
985.0,30.1,23.5,-0.0131865618041755,20.0,7.0,1.6
1027.0,28.2,28.7,0.0775164424278283,21.0,7.0,1.7
1012.0,26.0,35.7,0.1690674411155386,22.0,7.0,1.3
1086.0,25.3,39.2,0.2192961595853161,23.0,7.0,1.9
1025.0,24.7,38.7,0.1693207446167031,0.0,7.0,1.5
848.0,25.5,35.7,0.1396749820724819,1.0,7.0,0.6
839.0,22.5,43.2,0.1474712793582083,2.0,7.0,0.4
814.0,21.6,46.1,0.1622038798748537,3.0,7.0,0.3
799.0,21.6,45.7,0.1540078124793477,5.0,7.0,0.4
879.0,21.1,47.3,0.1530643757268367,6.0,7.0,0.7
1104.0,21.6,44.1,0.1194704999761666,7.0,7.0,2.0
1344.0,23.7,37.9,0.0942186752389817,8.0,7.0,3.9
1226.0,26.0,30.1,-0.0047110797301192,9.0,7.0,3.6
1157.0,30.6,23.2,0.0009995003330834,10.0,7.0,3.2
1059.0,34.1,19.1,0.004788516731797,11.0,7.0,2.2
1076.0,36.2,18.0,0.0616593803867277,12.0,7.0,2.2
1066.0,37.4,17.3,0.0874612757699944,13.0,7.0,2.1
1049.0,39.5,15.6,0.0971267107307228,14.0,7.0,1.8
1097.0,40.4,14.9,0.0983056887841233,15.0,7.0,2.0
1087.0,40.1,16.1,0.1569182750714187,16.0,7.0,1.8
1269.0,39.3,18.9,0.2814879282884533,17.0,7.0,3.0
1328.0,37.3,19.9,0.2180908076775583,18.0,7.0,4.3
1200.0,33.6,22.9,0.1610127958477033,19.0,7.0,3.5
1098.0,30.7,28.9,0.2232235481143804,20.0,7.0,2.5
1058.0,28.8,32.8,0.2449833179186656,21.0,7.0,1.8
1081.0,27.3,36.8,0.2781618990676216,22.0,7.0,1.9
1062.0,26.2,39.7,0.2813369848919403,23.0,7.0,1.9
1078.0,25.4,43.0,0.3148107398400336,0.0,7.0,1.9
917.0,25.8,41.0,0.2972115226679103,1.0,7.0,0.9
881.0,23.3,48.4,0.3131304969053683,2.0,7.0,0.7
865.0,23.5,47.8,0.3079992732146757,3.0,7.0,0.6
829.0,23.5,46.7,0.2897549226127113,4.0,7.0,0.4
913.0,21.8,52.3,0.3029893165189282,5.0,7.0,0.7
1077.0,21.8,52.5,0.3022504366271775,6.0,7.0,1.6
1337.0,22.9,49.1,0.3035062077986662,7.0,7.0,3.8
1467.0,24.9,43.3,0.2943100587420019,8.0,7.0,5.1
1257.0,26.7,39.4,0.3042441607507591,9.0,7.0,3.4
1227.0,30.5,32.9,0.346068898151508,10.0,7.0,2.6
1188.0,34.2,27.2,0.3649208527925831,11.0,7.0,2.2
1301.0,38.2,20.9,0.314883729876926,12.0,7.0,3.4
1201.0,39.6,16.9,0.184652172132237,13.0,7.0,3.4
1058.0,39.9,15.8,0.1319050708799386,14.0,7.0,1.8
1037.0,40.2,13.9,0.0198026272961797,15.0,7.0,2.0
1055.0,39.6,13.2,-0.0691357388348621,16.0,7.0,2.4
1179.0,39.5,12.6,-0.117208200905541,17.0,7.0,3.8
1298.0,37.9,13.9,-0.1036952363387651,18.0,7.0,4.4
1213.0,34.2,17.9,-0.0572054737707791,19.0,7.0,3.9
1233.0,32.6,20.6,-0.0061186810081771,20.0,7.0,4.0
1086.0,30.4,23.2,-0.0111620647061919,21.0,7.0,2.5
1056.0,28.8,25.1,-0.0209172482553883,22.0,7.0,2.1
1138.0,27.8,29.9,0.096945206056479,23.0,7.0,2.4
1112.0,26.9,32.6,0.1293602053057069,0.0,7.0,2.1
992.0,26.3,33.7,0.1290086805635337,1.0,7.0,1.6
895.0,25.7,33.9,0.1012018805089673,2.0,7.0,0.8
843.0,24.8,36.0,0.1051704976055396,3.0,7.0,0.5
828.0,25.5,34.6,0.1039995900184847,4.0,7.0,0.4
894.0,24.0,37.8,0.10228579354075,5.0,7.0,0.5
1072.0,23.9,39.3,0.1416731583161456,6.0,7.0,1.3
1425.0,24.8,38.4,0.166192174864071,7.0,7.0,4.1
1428.0,26.9,34.4,0.1853170657737531,8.0,7.0,4.1
1359.0,29.6,28.7,0.1575164378749835,9.0,7.0,4.0
1182.0,34.6,21.1,0.130852808418762,10.0,7.0,2.2
1117.0,38.3,17.0,0.1147562372981885,11.0,7.0,2.0
1119.0,40.4,14.5,0.0710174872352804,12.0,7.0,2.0
1068.0,42.6,9.6,-0.2216446751904738,13.0,7.0,2.2
1090.0,42.5,10.2,-0.1651105200636003,14.0,7.0,2.2
1056.0,41.0,11.6,-0.1196848429459797,15.0,7.0,1.8
1098.0,41.3,13.0,0.0152826235311569,16.0,7.0,1.8
1318.0,39.2,14.5,0.010544213875671,17.0,7.0,3.3
1348.0,36.9,17.9,0.0916671885258238,18.0,7.0,4.3
1502.0,35.6,20.4,0.1523776804208826,19.0,7.0,5.3
1373.0,33.7,22.6,0.1534075466293123,20.0,7.0,4.3
1397.0,31.5,27.8,0.2367308248227254,21.0,7.0,3.6
1286.0,31.1,29.3,0.2665861091570465,22.0,7.0,2.4
1222.0,30.2,30.9,0.2643622671301641,23.0,7.0,2.1
1069.0,29.8,30.2,0.2233035385155749,0.0,7.0,1.2
1011.0,28.4,32.5,0.2119612619116404,1.0,7.0,0.9
962.0,27.5,34.0,0.2078268472023165,2.0,7.0,0.6
919.0,26.8,35.3,0.2023692520977326,3.0,7.0,0.5
986.0,25.6,38.8,0.2267370868243398,5.0,7.0,0.6
990.0,27.5,34.6,0.224582515508464,6.0,7.0,0.6
1296.0,25.9,37.4,0.2061194603084145,7.0,7.0,2.2
1371.0,28.5,32.5,0.2184123769383082,8.0,7.0,3.2
1385.0,29.5,32.7,0.2798262964861973,9.0,7.0,3.0
1381.0,29.8,33.1,0.3142996603560509,10.0,7.0,2.7
1396.0,33.4,26.8,0.3064547577750645,11.0,7.0,3.2
1070.0,40.3,15.8,0.1487647732651119,12.0,7.0,1.4
1076.0,41.8,15.0,0.1814044697314709,13.0,7.0,1.3
1126.0,41.1,15.7,0.1882207887249443,14.0,7.0,1.4
1225.0,41.9,14.8,0.1776439672428435,15.0,7.0,2.1
1202.0,40.9,14.6,0.1079571415050923,16.0,7.0,2.4
1308.0,39.1,16.9,0.1574310079488285,17.0,7.0,3.1
1440.0,36.4,27.3,0.4890706919629613,18.0,7.0,3.5
1611.0,34.9,29.3,0.4768551041948373,19.0,7.0,5.1
1387.0,33.6,26.4,0.3012150867343652,20.0,7.0,4.5
1268.0,32.2,27.6,0.265743164933027,21.0,7.0,2.9
1237.0,30.5,29.7,0.2423185307002507,22.0,7.0,2.6
1302.0,29.4,35.6,0.3634618606277064,23.0,7.0,2.7
1347.0,29.1,34.8,0.3220834991691132,0.0,7.0,3.2
1355.0,27.7,41.9,0.4298324645564587,1.0,7.0,2.3
1023.0,27.9,41.6,0.4334044767974058,2.0,7.0,1.0
903.0,27.8,43.7,0.4724381633611953,3.0,7.0,0.5
876.0,27.4,42.2,0.4171960309838631,4.0,7.0,0.4
932.0,26.6,42.8,0.3861463637217643,5.0,7.0,0.6
1020.0,26.9,40.3,0.3393965281384594,6.0,7.0,1.0
1264.0,27.0,37.3,0.2685757027120443,7.0,7.0,2.9
1179.0,27.0,35.3,0.2147887469314561,8.0,7.0,2.7
1079.0,27.4,32.0,0.143667349812413,9.0,7.0,1.8
1036.0,30.5,24.7,0.0575139062006066,10.0,7.0,1.8
1002.0,32.9,20.1,-0.0098483360548144,11.0,7.0,1.7
995.0,33.9,18.4,-0.0421770788991861,12.0,7.0,1.5
1008.0,34.4,19.3,0.0319830458530507,13.0,7.0,1.7
978.0,34.2,19.6,0.03912455468405,14.0,7.0,1.3
989.0,33.2,20.4,0.0193123110323728,15.0,7.0,1.5
961.0,32.4,19.1,-0.0888312137066157,16.0,7.0,1.5
1009.0,32.2,17.1,-0.2077624492759074,17.0,7.0,2.3
970.0,31.0,17.1,-0.2842214008228001,18.0,7.0,2.2
1097.0,28.3,24.9,-0.0605996221289295,19.0,7.0,2.8
1065.0,26.6,30.2,0.0324671901375014,20.0,7.0,2.7
1036.0,24.8,36.8,0.1272492009154635,21.0,7.0,1.7
1049.0,23.7,43.4,0.22274347129287,22.0,7.0,1.5
1147.0,23.0,46.2,0.2480312668219888,23.0,7.0,2.3
1118.0,22.7,47.7,0.2605934667610478,0.0,7.0,2.3
1016.0,22.2,49.5,0.2685757027120443,1.0,7.0,1.5
940.0,21.6,51.9,0.2817143006719894,2.0,7.0,1.0
836.0,22.3,50.4,0.2911012204974366,3.0,7.0,0.5
831.0,22.4,49.7,0.2876570721392756,4.0,7.0,0.3
877.0,21.7,52.0,0.2861559084557343,5.0,7.0,0.4
872.0,21.1,53.2,0.276191305736283,6.0,7.0,0.5
958.0,22.0,51.0,0.2848781451190466,7.0,7.0,0.9
959.0,25.0,41.6,0.2631331995303682,8.0,7.0,1.1
997.0,26.7,36.4,0.2307942102447325,9.0,7.0,1.4
916.0,29.1,29.7,0.1613532503577583,10.0,7.0,1.1
895.0,31.2,23.4,0.0475513018582223,11.0,7.0,0.9
855.0,32.4,20.5,-0.0195906497650041,12.0,7.0,0.8
861.0,33.3,19.2,-0.0372865847860166,13.0,7.0,0.8
821.0,33.1,16.8,-0.1754253901061133,14.0,7.0,0.6
835.0,33.1,18.3,-0.0964007742863543,15.0,7.0,0.6
813.0,32.4,18.0,-0.1509391755652862,16.0,7.0,0.5
833.0,31.8,18.7,-0.1480360788274042,17.0,7.0,0.7
859.0,30.3,21.4,-0.0982745692683405,18.0,7.0,0.8
887.0,27.2,28.2,0.0012991557316201,19.0,7.0,0.9
970.0,26.1,33.7,0.1158255655055904,20.0,7.0,1.3
990.0,24.7,38.8,0.1763873173057631,21.0,7.0,1.3
1022.0,23.4,43.2,0.2062008305838978,22.0,7.0,1.4
1075.0,23.1,44.2,0.2083953289653015,23.0,7.0,1.9
1088.0,22.7,45.3,0.2069328652662277,0.0,7.0,2.3
925.0,21.6,47.5,0.1921068575287516,1.0,7.0,1.0
853.0,22.0,45.8,0.1794006283662908,2.0,7.0,0.5
918.0,20.4,51.3,0.1931790667947367,3.0,7.0,1.0
796.0,20.6,50.3,0.1857323999160362,4.0,7.0,0.4
796.0,20.6,50.6,0.1921893759923046,5.0,7.0,0.3
795.0,21.3,48.8,0.1979488126796537,6.0,7.0,0.2
842.0,20.4,52.6,0.2207406666978995,7.0,7.0,0.4
850.0,23.5,44.0,0.2307942102447325,8.0,7.0,0.3
884.0,25.7,37.9,0.2097745835752554,9.0,7.0,0.6
907.0,27.9,33.6,0.2177691349767548,10.0,7.0,0.6
846.0,29.0,28.3,0.1058004188862115,11.0,7.0,0.6
827.0,29.5,25.9,0.0477419959854211,12.0,7.0,0.5
804.0,31.8,22.3,0.035946126773469,13.0,7.0,0.4
775.0,32.2,20.0,-0.052557250738676,14.0,7.0,0.2
802.0,32.4,19.3,-0.0812100554255431,15.0,7.0,0.4
844.0,33.0,17.7,-0.132617524614839,16.0,7.0,0.6
881.0,32.0,19.8,-0.0754781411759567,17.0,7.0,0.9
877.0,29.6,24.1,-0.0170444346092584,18.0,7.0,0.7
931.0,26.9,27.1,-0.0534007767271152,19.0,7.0,1.2
1011.0,25.3,30.9,-0.0186732652656212,20.0,7.0,1.6
1035.0,24.2,35.9,0.0661622022536687,21.0,7.0,1.8
1153.0,23.2,43.2,0.190950883492009,22.0,7.0,2.4
1020.0,22.7,43.9,0.1791498656283195,23.0,7.0,1.5
954.0,21.6,44.0,0.1172495600502398,0.0,7.0,0.9
903.0,20.7,46.4,0.1131500979326557,1.0,7.0,0.8
779.0,21.2,46.2,0.1381954987513994,2.0,7.0,0.2
761.0,22.7,42.3,0.1389790272814509,3.0,7.0,0.1
835.0,20.0,51.8,0.1795677685973336,5.0,7.0,0.5
1004.0,18.5,57.4,0.1886349188505467,6.0,7.0,1.4
1272.0,19.6,54.3,0.2052239500112589,7.0,7.0,3.3
1173.0,21.3,49.7,0.2192961595853161,8.0,7.0,3.6
986.0,21.7,46.3,0.1711763456889564,9.0,7.0,1.7
942.0,23.4,39.4,0.1108255550888846,10.0,7.0,1.5
957.0,25.7,33.0,0.0735292332881155,11.0,7.0,1.6
1024.0,28.5,27.3,0.0467881614987589,12.0,7.0,2.1
962.0,27.0,27.9,-0.0189789665978028,13.0,7.0,2.1
