PT08.S1(CO),T,RH,log_AH,hour,month,Datetime
1073.0,16.6,36.7,-0.37585776335550636,14.0,4.0,2004-04-13 14:00:00
1098.0,15.8,40.5,-0.322825774587362,15.0,4.0,2004-04-13 15:00:00
1061.0,16.3,41.8,-0.25980753568580117,16.0,4.0,2004-04-13 16:00:00
1289.0,16.1,42.8,-0.2506432250167946,17.0,4.0,2004-04-13 17:00:00
1442.0,15.3,46.8,-0.2139360705632966,18.0,4.0,2004-04-13 18:00:00
1479.0,14.7,47.0,-0.2465401291206058,19.0,4.0,2004-04-13 19:00:00
1266.0,14.1,49.6,-0.2318059618928631,20.0,4.0,2004-04-13 20:00:00
1149.0,13.5,54.1,-0.18020380082295337,21.0,4.0,2004-04-13 21:00:00
1168.0,12.3,59.2,-0.1671177230516819,22.0,4.0,2004-04-13 22:00:00
1079.0,11.6,62.2,-0.16134315040876293,23.0,4.0,2004-04-13 23:00:00
1047.0,11.5,61.4,-0.18596819771415207,0.0,4.0,2004-04-14 00:00:00
936.0,10.9,64.6,-0.1749488024645415,1.0,4.0,2004-04-14 01:00:00
900.0,11.1,63.2,-0.18260159600127354,2.0,4.0,2004-04-14 02:00:00
839.0,10.7,64.4,-0.18825914946070793,3.0,4.0,2004-04-14 03:00:00
905.0,10.2,65.8,-0.19893886261739238,5.0,4.0,2004-04-14 05:00:00
1079.0,10.3,65.6,-0.19540679634261007,6.0,4.0,2004-04-14 06:00:00
1417.0,10.8,64.0,-0.1854865601371112,7.0,4.0,2004-04-14 07:00:00
1529.0,13.3,55.6,-0.168063685047255,8.0,4.0,2004-04-14 08:00:00
1397.0,15.8,46.8,-0.18296176168137795,9.0,4.0,2004-04-14 09:00:00
1214.0,19.5,34.4,-0.2564418367157244,10.0,4.0,2004-04-14 10:00:00
1109.0,21.1,30.2,-0.29437106060257756,11.0,4.0,2004-04-14 11:00:00
1122.0,18.4,34.2,-0.3305895734630574,12.0,4.0,2004-04-14 12:00:00
1489.0,13.5,53.4,-0.19893886261739238,9.0,4.0,2004-04-15 09:00:00
1451.0,15.0,49.3,-0.1786483114276585,10.0,4.0,2004-04-15 10:00:00
1454.0,17.1,42.1,-0.20825493882045903,11.0,4.0,2004-04-15 11:00:00
1392.0,18.4,36.9,-0.2538605239762702,12.0,4.0,2004-04-15 12:00:00
1351.0,19.3,35.4,-0.2453891602615295,13.0,4.0,2004-04-15 13:00:00
1418.0,19.2,35.7,-0.24513356920582502,14.0,4.0,2004-04-15 14:00:00
1303.0,21.5,30.4,-0.26435624714828415,15.0,4.0,2004-04-15 15:00:00
1292.0,19.6,34.6,-0.24756432585589186,16.0,4.0,2004-04-15 16:00:00
1560.0,19.6,35.5,-0.22102080593323115,17.0,4.0,2004-04-15 17:00:00
1765.0,18.3,44.1,-0.08523114436266054,18.0,4.0,2004-04-15 18:00:00
1875.0,17.4,47.8,-0.06272682990830501,19.0,4.0,2004-04-15 19:00:00
1746.0,16.8,49.8,-0.05699372152012032,20.0,4.0,2004-04-15 20:00:00
1607.0,16.2,53.2,-0.02809088016652561,21.0,4.0,2004-04-15 21:00:00
1277.0,14.9,59.1,-0.0072260450917395825,22.0,4.0,2004-04-15 22:00:00
1207.0,13.9,64.0,0.01291622526654623,23.0,4.0,2004-04-15 23:00:00
1209.0,13.7,66.8,0.04018178963283176,0.0,4.0,2004-04-16 00:00:00
1189.0,13.4,69.6,0.0665365238002442,1.0,4.0,2004-04-16 01:00:00
1132.0,12.8,71.9,0.06128322841689845,2.0,4.0,2004-04-16 02:00:00
974.0,12.9,68.5,0.015381102038302391,3.0,4.0,2004-04-16 03:00:00
1033.0,11.9,74.8,0.03729578474369693,4.0,4.0,2004-04-16 04:00:00
1075.0,11.6,76.4,0.04066198171888972,5.0,4.0,2004-04-16 05:00:00
1242.0,11.7,75.3,0.03198304585305074,6.0,4.0,2004-04-16 06:00:00
1657.0,12.8,71.0,0.04190940307720956,7.0,4.0,2004-04-16 07:00:00
1406.0,13.8,61.1,-0.04134296353438243,8.0,4.0,2004-04-16 08:00:00
1150.0,15.3,51.4,-0.11810808848032901,9.0,4.0,2004-04-16 09:00:00
1184.0,16.6,48.7,-0.08926846775818227,10.0,4.0,2004-04-16 10:00:00
1223.0,17.6,46.7,-0.06999337182053497,11.0,4.0,2004-04-16 11:00:00
1196.0,19.2,42.7,-0.059219359659971216,12.0,4.0,2004-04-16 12:00:00
1559.0,15.7,62.5,0.10363903475948588,13.0,4.0,2004-04-16 13:00:00
1544.0,14.5,75.7,0.2171254789886467,14.0,4.0,2004-04-16 14:00:00
1485.0,14.4,77.4,0.2353882777306469,15.0,4.0,2004-04-16 15:00:00
1498.0,14.6,74.9,0.21438530964031025,16.0,4.0,2004-04-16 16:00:00
1593.0,14.6,76.0,0.22896656461699852,17.0,4.0,2004-04-16 17:00:00
1529.0,14.0,76.3,0.19606008290446783,18.0,4.0,2004-04-16 18:00:00
1689.0,13.9,78.0,0.20725804208398615,19.0,4.0,2004-04-16 19:00:00
1535.0,13.8,78.0,0.20122508721318721,20.0,4.0,2004-04-16 20:00:00
1304.0,13.5,79.4,0.20081613943011895,21.0,4.0,2004-04-16 21:00:00
1235.0,13.1,80.1,0.18365400202773324,22.0,4.0,2004-04-16 22:00:00
1281.0,12.8,81.0,0.17521301755665977,23.0,4.0,2004-04-16 23:00:00
1167.0,12.7,80.6,0.16712331303605782,0.0,4.0,2004-04-17 00:00:00
1134.0,12.5,81.8,0.16872960327448758,1.0,4.0,2004-04-17 01:00:00
1100.0,12.7,81.2,0.1696583828405573,2.0,4.0,2004-04-17 02:00:00
852.0,14.2,52.2,-0.1728069644253691,5.0,4.0,2004-04-23 05:00:00
923.0,14.3,55.4,-0.10502723786770594,6.0,4.0,2004-04-23 06:00:00
1490.0,14.0,58.0,-0.08316424126076881,7.0,4.0,2004-04-23 07:00:00
1662.0,15.4,53.3,-0.07375418858866198,8.0,4.0,2004-04-23 08:00:00
1553.0,19.1,42.1,-0.07980107020355483,9.0,4.0,2004-04-23 09:00:00
1423.0,23.7,31.0,-0.10892240722418685,10.0,4.0,2004-04-23 10:00:00
1458.0,26.9,25.7,-0.1118258151822568,11.0,4.0,2004-04-23 11:00:00
1349.0,29.7,20.6,-0.1651105200636003,12.0,4.0,2004-04-23 12:00:00
1326.0,29.2,21.5,-0.15396736329742686,13.0,4.0,2004-04-23 13:00:00
1356.0,29.6,20.1,-0.20077070046248446,14.0,4.0,2004-04-23 14:00:00
1460.0,30.0,19.4,-0.21072103131565253,15.0,4.0,2004-04-23 15:00:00
1497.0,29.5,20.1,-0.20628643424778687,16.0,4.0,2004-04-23 16:00:00
1645.0,27.0,26.8,-0.06155630569910581,17.0,4.0,2004-04-23 17:00:00
1557.0,24.9,30.8,-0.04709160753385057,18.0,4.0,2004-04-23 18:00:00
1747.0,23.1,36.7,0.024107075343233104,19.0,4.0,2004-04-23 19:00:00
1482.0,21.5,40.8,0.03275756423817229,20.0,4.0,2004-04-23 20:00:00
1211.0,20.5,41.5,-0.013693327132002454,21.0,4.0,2004-04-23 21:00:00
1294.0,19.2,44.9,-0.012578782206860073,22.0,4.0,2004-04-23 22:00:00
1300.0,18.8,47.7,0.021859334352893528,23.0,4.0,2004-04-23 23:00:00
1402.0,18.2,49.7,0.028004196409597344,0.0,4.0,2004-04-24 00:00:00
1349.0,16.1,57.4,0.044112574618320875,1.0,4.0,2004-04-24 01:00:00
1161.0,16.3,55.3,0.01764343517259528,2.0,4.0,2004-04-24 02:00:00
1022.0,15.7,53.6,-0.053084371092455285,3.0,4.0,2004-04-24 03:00:00
933.0,14.8,57.7,-0.03624913267512103,5.0,4.0,2004-04-24 05:00:00
1021.0,14.0,59.7,-0.051398563086000326,6.0,4.0,2004-04-24 06:00:00
1134.0,14.6,56.8,-0.06347242295557354,7.0,4.0,2004-04-24 07:00:00
1311.0,16.7,51.9,-0.02142794741362045,8.0,4.0,2004-04-24 08:00:00
1409.0,20.0,45.0,0.03825871211709027,9.0,4.0,2004-04-24 09:00:00
1301.0,23.9,33.7,-0.016434306463424773,10.0,4.0,2004-04-24 10:00:00
1354.0,26.8,29.5,0.020684591192832603,11.0,4.0,2004-04-24 11:00:00
1391.0,27.2,32.4,0.13915306139257594,12.0,4.0,2004-04-24 12:00:00
1200.0,26.9,32.1,0.1148453916690406,13.0,4.0,2004-04-24 13:00:00
1338.0,24.3,41.8,0.22801168271107028,14.0,4.0,2004-04-24 14:00:00
1223.0,25.6,36.0,0.1509168853168605,15.0,4.0,2004-04-24 15:00:00
1278.0,27.0,31.8,0.11118352896061494,16.0,4.0,2004-04-24 16:00:00
1257.0,27.5,31.6,0.13251837970014438,17.0,4.0,2004-04-24 17:00:00
1497.0,24.9,38.1,0.16872960327448758,18.0,4.0,2004-04-24 18:00:00
1567.0,23.4,39.7,0.12009148025782038,19.0,4.0,2004-04-24 19:00:00
1503.0,21.2,50.8,0.23356901679779243,20.0,4.0,2004-04-24 20:00:00
1169.0,15.6,73.5,0.25874232855407314,21.0,4.0,2004-04-24 21:00:00
1007.0,12.9,79.7,0.16330861761202395,22.0,4.0,2004-04-24 22:00:00
1004.0,11.5,76.9,0.042676274280436396,23.0,4.0,2004-04-24 23:00:00
967.0,12.2,66.8,-0.05604139088362486,0.0,4.0,2004-04-25 00:00:00
984.0,12.4,64.1,-0.08240382625481565,1.0,4.0,2004-04-25 01:00:00
931.0,12.7,58.7,-0.1502416633305429,2.0,4.0,2004-04-25 02:00:00
966.0,12.6,58.6,-0.15911297165707328,3.0,4.0,2004-04-25 03:00:00
763.0,12.5,50.9,-0.3084291455965701,5.0,4.0,2004-04-25 05:00:00
804.0,12.8,49.3,-0.31676765334687745,6.0,4.0,2004-04-25 06:00:00
830.0,13.5,48.6,-0.2894169097454975,7.0,4.0,2004-04-25 07:00:00
833.0,14.4,45.9,-0.2908872034007292,8.0,4.0,2004-04-25 08:00:00
875.0,15.1,43.9,-0.2894169097454975,9.0,4.0,2004-04-25 09:00:00
882.0,16.6,38.6,-0.32351652546099696,10.0,4.0,2004-04-25 10:00:00
862.0,17.2,35.0,-0.38728143767453577,11.0,4.0,2004-04-25 11:00:00
863.0,17.4,33.9,-0.4030181044651126,12.0,4.0,2004-04-25 12:00:00
830.0,17.9,30.7,-0.4725669116489004,13.0,4.0,2004-04-25 13:00:00
807.0,18.3,27.2,-0.5665145296265793,14.0,4.0,2004-04-25 14:00:00
873.0,19.4,25.7,-0.5554743754348727,15.0,4.0,2004-04-25 15:00:00
931.0,20.2,24.1,-0.5744756508424468,16.0,4.0,2004-04-25 16:00:00
918.0,19.6,24.9,-0.5753641449035618,17.0,4.0,2004-04-25 17:00:00
1001.0,18.5,27.8,-0.5373407294217456,18.0,4.0,2004-04-25 18:00:00
1169.0,17.8,30.3,-0.489553488490451,19.0,4.0,2004-04-25 19:00:00
1085.0,16.6,34.0,-0.45365795070964954,20.0,4.0,2004-04-25 20:00:00
940.0,15.5,37.0,-0.43897018666556253,21.0,4.0,2004-04-25 21:00:00
1126.0,14.8,39.5,-0.4162733068247678,22.0,4.0,2004-04-25 22:00:00
978.0,14.5,42.0,-0.3716435596326537,23.0,4.0,2004-04-25 23:00:00
893.0,14.1,44.9,-0.32767108066814415,0.0,4.0,2004-04-26 00:00:00
838.0,14.2,45.5,-0.3102003838823833,1.0,4.0,2004-04-26 01:00:00
803.0,14.1,45.3,-0.3219975028669013,2.0,4.0,2004-04-26 02:00:00
775.0,14.0,44.3,-0.3512610540946523,3.0,4.0,2004-04-26 03:00:00
809.0,13.9,43.9,-0.36773589129815726,5.0,4.0,2004-04-26 05:00:00
898.0,14.0,43.8,-0.3625493071313327,6.0,4.0,2004-04-26 06:00:00
1053.0,14.4,43.6,-0.3406609972426675,7.0,4.0,2004-04-26 07:00:00
1033.0,15.0,41.7,-0.3434767107740959,8.0,4.0,2004-04-26 08:00:00
941.0,16.3,38.4,-0.3492738284584218,9.0,4.0,2004-04-26 09:00:00
941.0,18.3,32.3,-0.3915622029391729,10.0,4.0,2004-04-26 10:00:00
917.0,18.8,31.7,-0.38257900432146336,11.0,4.0,2004-04-26 11:00:00
977.0,19.6,30.9,-0.36125685344384406,12.0,4.0,2004-04-26 12:00:00
994.0,20.2,30.7,-0.33184296823755066,13.0,4.0,2004-04-26 13:00:00
942.0,19.7,32.5,-0.3016457794691672,14.0,4.0,2004-04-26 14:00:00
981.0,20.7,31.6,-0.2741737224269887,15.0,4.0,2004-04-26 15:00:00
984.0,20.0,32.7,-0.2817000007742335,16.0,4.0,2004-04-26 16:00:00
1116.0,18.6,35.4,-0.28302626091558697,17.0,4.0,2004-04-26 17:00:00
1181.0,18.3,35.9,-0.28754874800654645,18.0,4.0,2004-04-26 18:00:00
1163.0,17.8,37.5,-0.2786562612444685,19.0,4.0,2004-04-26 19:00:00
1081.0,17.3,38.8,-0.27654432804132506,20.0,4.0,2004-04-26 20:00:00
1017.0,17.3,38.8,-0.27496330004400615,21.0,4.0,2004-04-26 21:00:00
966.0,16.4,40.8,-0.28209769415788033,22.0,4.0,2004-04-26 22:00:00
924.0,16.0,41.4,-0.2894169097454975,23.0,4.0,2004-04-26 23:00:00
861.0,15.4,43.0,-0.29008495706809134,0.0,4.0,2004-04-27 00:00:00
826.0,15.7,42.5,-0.2824955457644808,1.0,4.0,2004-04-27 01:00:00
846.0,15.6,43.4,-0.26774873474433086,2.0,4.0,2004-04-27 02:00:00
842.0,15.2,45.8,-0.24028971014918027,3.0,4.0,2004-04-27 03:00:00
930.0,15.5,47.3,-0.1885006078706701,5.0,4.0,2004-04-27 05:00:00
1120.0,14.4,53.1,-0.141909246182693,6.0,4.0,2004-04-27 06:00:00
1518.0,15.9,48.5,-0.13880240288045892,7.0,4.0,2004-04-27 07:00:00
1461.0,18.1,40.3,-0.1870527311698561,8.0,4.0,2004-04-27 08:00:00
1075.0,19.6,35.9,-0.21072103131565253,9.0,4.0,2004-04-27 09:00:00
1061.0,22.8,29.1,-0.22815609313775398,10.0,4.0,2004-04-27 10:00:00
1066.0,24.8,25.3,-0.2493591981326218,11.0,4.0,2004-04-27 11:00:00
1179.0,27.2,22.0,-0.2503862877080841,12.0,4.0,2004-04-27 12:00:00
1251.0,28.2,20.4,-0.26435624714828415,13.0,4.0,2004-04-27 13:00:00
1120.0,25.4,24.2,-0.2570882073671473,14.0,4.0,2004-04-27 14:00:00
1187.0,25.7,23.8,-0.2565710774267282,15.0,4.0,2004-04-27 15:00:00
1145.0,27.2,22.1,-0.2470520963658854,16.0,4.0,2004-04-27 16:00:00
1215.0,27.0,22.3,-0.24079848655293046,17.0,4.0,2004-04-27 17:00:00
1317.0,24.5,27.8,-0.17043251240154111,18.0,4.0,2004-04-27 18:00:00
1388.0,23.7,30.2,-0.13719523917784482,19.0,4.0,2004-04-27 19:00:00
1295.0,21.5,34.5,-0.13398864000331678,20.0,4.0,2004-04-27 20:00:00
1153.0,19.9,37.8,-0.14213976716112273,21.0,4.0,2004-04-27 21:00:00
1078.0,18.9,40.6,-0.13113426802480113,22.0,4.0,2004-04-27 22:00:00
1133.0,17.9,43.5,-0.1232982163444936,23.0,4.0,2004-04-27 23:00:00
1055.0,17.4,46.3,-0.09299286684916466,0.0,4.0,2004-04-28 00:00:00
953.0,18.1,44.7,-0.08490450709044402,1.0,4.0,2004-04-28 01:00:00
892.0,16.5,50.1,-0.06924290274216072,2.0,4.0,2004-04-28 02:00:00
895.0,14.2,56.9,-0.08981530432236398,3.0,4.0,2004-04-28 03:00:00
856.0,16.3,52.8,-0.028193734370781983,5.0,4.0,2004-04-28 05:00:00
1030.0,13.9,60.7,-0.04113454335855504,6.0,4.0,2004-04-28 06:00:00
1689.0,15.0,58.3,-0.01247752151111258,7.0,4.0,2004-04-28 07:00:00
1486.0,16.1,54.8,-0.004008021397538822,8.0,4.0,2004-04-28 08:00:00
1592.0,19.3,46.4,0.02449747160038737,9.0,4.0,2004-04-28 09:00:00
1469.0,24.2,33.8,0.009653257028138346,10.0,4.0,2004-04-28 10:00:00
1364.0,26.7,28.7,-0.010555513939516587,11.0,4.0,2004-04-28 11:00:00
1285.0,27.4,28.2,0.009752291442678302,12.0,4.0,2004-04-28 12:00:00
1311.0,28.1,26.9,0.009356094924025029,13.0,4.0,2004-04-28 13:00:00
1416.0,27.7,26.5,-0.031181117483574737,14.0,4.0,2004-04-28 14:00:00
1387.0,28.4,23.4,-0.11260894438265437,15.0,4.0,2004-04-28 15:00:00
1329.0,28.4,26.0,-0.007830579115188564,16.0,4.0,2004-04-28 16:00:00
1496.0,27.3,30.0,0.07250669078674798,17.0,4.0,2004-04-28 17:00:00
1676.0,24.3,37.3,0.11323939560651071,18.0,4.0,2004-04-28 18:00:00
1724.0,23.1,42.2,0.16092766410628212,19.0,4.0,2004-04-28 19:00:00
1642.0,21.8,43.6,0.11564742352596191,20.0,4.0,2004-04-28 20:00:00
1267.0,19.8,46.8,0.06784554689506724,21.0,4.0,2004-04-28 21:00:00
1146.0,19.6,49.8,0.1152019296886836,22.0,4.0,2004-04-28 22:00:00
1216.0,17.9,56.2,0.1327811112338184,23.0,4.0,2004-04-28 23:00:00
1128.0,17.4,55.6,0.09194087369835734,0.0,4.0,2004-04-29 00:00:00
1042.0,16.8,59.5,0.1194704999761666,1.0,4.0,2004-04-29 01:00:00
926.0,15.9,60.1,0.07751644242782835,2.0,4.0,2004-04-29 02:00:00
898.0,15.6,61.2,0.07547846117590556,3.0,4.0,2004-04-29 03:00:00
959.0,13.3,67.0,0.020096701699122397,5.0,4.0,2004-04-29 05:00:00
1097.0,12.9,66.5,-0.015519811658036807,6.0,4.0,2004-04-29 06:00:00
1674.0,14.8,61.3,0.02342351494358811,7.0,4.0,2004-04-29 07:00:00
1771.0,16.1,56.5,0.027031339051030518,8.0,4.0,2004-04-29 08:00:00
1408.0,18.6,47.8,0.014198719399812928,9.0,4.0,2004-04-29 09:00:00
1156.0,23.8,30.2,-0.13113426802480113,10.0,4.0,2004-04-29 10:00:00
1042.0,25.4,25.0,-0.22740260823459324,11.0,4.0,2004-04-29 11:00:00
1167.0,25.6,25.5,-0.19431316964633272,12.0,4.0,2004-04-29 12:00:00
1398.0,24.9,29.9,-0.06988612746416645,13.0,4.0,2004-04-29 13:00:00
1458.0,22.4,37.9,0.015873349156290163,14.0,4.0,2004-04-29 14:00:00
1554.0,21.7,44.0,0.11707167158583763,15.0,4.0,2004-04-29 15:00:00
1495.0,21.4,44.4,0.11118352896061494,16.0,4.0,2004-04-29 16:00:00
1560.0,20.8,45.3,0.09676366843230796,17.0,4.0,2004-04-29 17:00:00
1664.0,20.2,48.6,0.12698501175448876,18.0,4.0,2004-04-29 18:00:00
1761.0,20.2,50.8,0.17596808282177925,19.0,4.0,2004-04-29 19:00:00
1524.0,18.6,57.6,0.20155212507073367,20.0,4.0,2004-04-29 20:00:00
1398.0,18.2,58.8,0.19663529143341363,21.0,4.0,2004-04-29 21:00:00
1342.0,17.8,61.0,0.21123290028837474,22.0,4.0,2004-04-29 22:00:00
1433.0,17.0,70.7,0.3040966137198755,23.0,4.0,2004-04-29 23:00:00
1297.0,16.2,76.9,0.3401084746301575,0.0,4.0,2004-04-30 00:00:00
1179.0,15.7,78.6,0.33239249721883835,1.0,4.0,2004-04-30 01:00:00
1097.0,15.7,78.4,0.3305260214436706,2.0,4.0,2004-04-30 02:00:00
1054.0,15.7,77.4,0.31356909340362743,3.0,4.0,2004-04-30 03:00:00
1005.0,15.7,74.7,0.27717708780663336,5.0,4.0,2004-04-30 05:00:00
1206.0,15.9,73.1,0.2727714597160268,6.0,4.0,2004-04-30 06:00:00
1458.0,16.6,68.2,0.2419260506135768,7.0,4.0,2004-04-30 07:00:00
1405.0,18.7,57.6,0.20888234196194036,8.0,4.0,2004-04-30 08:00:00
1381.0,17.6,65.0,0.25812452020945525,9.0,4.0,2004-04-30 09:00:00
1315.0,16.3,73.2,0.2969886317720807,10.0,4.0,2004-04-30 10:00:00
1332.0,16.0,78.5,0.3512904736618926,11.0,4.0,2004-04-30 11:00:00
1362.0,17.3,72.4,0.345361184038459,12.0,4.0,2004-04-30 12:00:00
1399.0,19.4,60.9,0.3034323825430128,13.0,4.0,2004-04-30 13:00:00
1310.0,21.4,50.9,0.24865534048293306,14.0,4.0,2004-04-30 14:00:00
1399.0,22.7,45.8,0.22033962398147547,15.0,4.0,2004-04-30 15:00:00
1524.0,20.9,60.8,0.395549443320788,16.0,4.0,2004-04-30 16:00:00
1487.0,21.0,54.3,0.2891559857077812,17.0,4.0,2004-04-30 17:00:00
1480.0,20.8,54.4,0.27717708780663336,18.0,4.0,2004-04-30 18:00:00
1626.0,19.8,58.6,0.29207242075307377,19.0,4.0,2004-04-30 19:00:00
1449.0,19.1,61.1,0.2885566898624418,20.0,4.0,2004-04-30 20:00:00
1363.0,18.2,65.4,0.3022504366271775,21.0,4.0,2004-04-30 21:00:00
1371.0,18.1,66.1,0.30593938872261206,22.0,4.0,2004-04-30 22:00:00
1406.0,17.7,66.9,0.2943100587420019,23.0,4.0,2004-04-30 23:00:00
1425.0,17.8,66.8,0.2971372312225361,0.0,5.0,2004-05-01 00:00:00
1179.0,17.3,68.3,0.28863162148736915,1.0,5.0,2004-05-01 01:00:00
1047.0,16.5,70.2,0.26995079842146624,2.0,5.0,2004-05-01 02:00:00
1009.0,15.7,73.1,0.25479724511600427,3.0,5.0,2004-05-01 03:00:00
858.0,16.7,67.1,0.2326185216767279,5.0,5.0,2004-05-01 05:00:00
875.0,16.7,66.9,0.23356901679779243,6.0,5.0,2004-05-01 06:00:00
1012.0,16.9,66.5,0.23807157189844644,7.0,5.0,2004-05-01 07:00:00
1049.0,17.7,62.0,0.2197778938379081,8.0,5.0,2004-05-01 08:00:00
1131.0,19.4,54.6,0.19753852259881494,9.0,5.0,2004-05-01 09:00:00
1120.0,21.6,46.1,0.15913822133829747,10.0,5.0,2004-05-01 10:00:00
1117.0,24.6,36.7,0.11350724079359495,11.0,5.0,2004-05-01 11:00:00
1110.0,26.0,31.9,0.05505620574807839,12.0,5.0,2004-05-01 12:00:00
962.0,25.6,31.5,0.018232768261059684,13.0,5.0,2004-05-01 13:00:00
963.0,24.8,34.8,0.06915285868831672,14.0,5.0,2004-05-01 14:00:00
1050.0,26.1,30.3,0.010049335853001438,15.0,5.0,2004-05-01 15:00:00
1053.0,25.5,33.5,0.07390080783953422,16.0,5.0,2004-05-01 16:00:00
1045.0,23.7,37.2,0.07194849931258404,17.0,5.0,2004-05-01 17:00:00
1124.0,22.3,38.9,0.03188618886232173,18.0,5.0,2004-05-01 18:00:00
1330.0,20.7,42.8,0.02936460862990398,19.0,5.0,2004-05-01 19:00:00
1171.0,19.0,51.7,0.11529104433473464,20.0,5.0,2004-05-01 20:00:00
1085.0,17.8,55.5,0.1110045580429113,21.0,5.0,2004-05-01 21:00:00
1358.0,17.4,57.6,0.12592755659779067,22.0,5.0,2004-05-01 22:00:00
1385.0,17.6,58.5,0.15229181034225872,23.0,5.0,2004-05-01 23:00:00
1167.0,17.2,59.3,0.14418692031249758,0.0,5.0,2004-05-02 00:00:00
1072.0,17.1,60.4,0.15126079384058366,1.0,5.0,2004-05-02 01:00:00
938.0,16.4,62.2,0.1403704528472759,2.0,5.0,2004-05-02 02:00:00
1000.0,14.8,67.6,0.12680884686369584,3.0,5.0,2004-05-02 03:00:00
815.0,14.7,65.2,0.0779790413165886,5.0,5.0,2004-05-02 05:00:00
866.0,13.1,70.2,0.05391984198943033,6.0,5.0,2004-05-02 06:00:00
911.0,14.3,66.2,0.07027205298533169,7.0,5.0,2004-05-02 07:00:00
988.0,16.0,61.6,0.10282730979947037,8.0,5.0,2004-05-02 08:00:00
1046.0,17.7,56.4,0.12592755659779067,9.0,5.0,2004-05-02 09:00:00
1085.0,21.3,44.7,0.10948201061699692,10.0,5.0,2004-05-02 10:00:00
1008.0,23.6,36.4,0.04219704869978828,11.0,5.0,2004-05-02 11:00:00
1004.0,24.3,34.0,0.014790085472635345,12.0,5.0,2004-05-02 12:00:00
948.0,24.4,32.7,-0.01379471102218926,13.0,5.0,2004-05-02 13:00:00
1026.0,24.6,31.7,-0.03593810680562915,14.0,5.0,2004-05-02 14:00:00
1047.0,23.9,34.3,0.001998002662673058,15.0,5.0,2004-05-02 15:00:00
1018.0,25.9,28.1,-0.07709705038496695,16.0,5.0,2004-05-02 16:00:00
1160.0,24.5,32.3,-0.018673265265621256,17.0,5.0,2004-05-02 17:00:00
1269.0,22.6,39.3,0.058268908123975824,18.0,5.0,2004-05-02 18:00:00
1394.0,21.2,47.5,0.16788450899618515,19.0,5.0,2004-05-02 19:00:00
1292.0,19.9,54.9,0.23364818395929537,20.0,5.0,2004-05-02 20:00:00
1212.0,19.4,52.1,0.152034155855498,21.0,5.0,2004-05-02 21:00:00
1137.0,19.4,42.6,-0.05287348960706815,22.0,5.0,2004-05-02 22:00:00
1080.0,19.1,44.1,-0.03459144476961909,23.0,5.0,2004-05-02 23:00:00
1031.0,18.0,49.3,0.008563230660487814,0.0,5.0,2004-05-03 00:00:00
917.0,17.6,54.6,0.08782771036552027,1.0,5.0,2004-05-03 01:00:00
888.0,16.4,62.1,0.13915306139257594,2.0,5.0,2004-05-03 02:00:00
872.0,15.6,65.3,0.1383696692647719,3.0,5.0,2004-05-03 03:00:00
964.0,15.8,64.3,0.13243078718048956,5.0,5.0,2004-05-03 05:00:00
1147.0,16.0,65.8,0.16923631724529908,6.0,5.0,2004-05-03 06:00:00
1493.0,16.8,62.5,0.1713448660803225,7.0,5.0,2004-05-03 07:00:00
1597.0,16.9,66.1,0.2321429351110105,8.0,5.0,2004-05-03 08:00:00
1483.0,17.4,68.9,0.30431792610320657,9.0,5.0,2004-05-03 09:00:00
1222.0,21.4,45.0,0.12142085520433943,10.0,5.0,2004-05-03 10:00:00
1060.0,23.9,30.7,-0.10513831812330474,11.0,5.0,2004-05-03 11:00:00
1048.0,26.8,25.2,-0.13685118274919714,12.0,5.0,2004-05-03 12:00:00
1051.0,28.4,23.6,-0.10725119074697612,13.0,5.0,2004-05-03 13:00:00
998.0,30.3,20.1,-0.1579411880685766,14.0,5.0,2004-05-03 14:00:00
1058.0,30.9,19.7,-0.14514138566967086,15.0,5.0,2004-05-03 15:00:00
1203.0,30.2,20.5,-0.14248564829675534,16.0,5.0,2004-05-03 16:00:00
1491.0,26.4,34.6,0.1590529298546004,17.0,5.0,2004-05-03 17:00:00
1467.0,24.9,39.4,0.20440915325795933,18.0,5.0,2004-05-03 18:00:00
1407.0,23.5,43.7,0.22186273141448729,19.0,5.0,2004-05-03 19:00:00
1324.0,19.3,63.1,0.33847023928388603,20.0,5.0,2004-05-03 20:00:00
1214.0,18.7,64.6,0.3246887980808766,21.0,5.0,2004-05-03 21:00:00
1016.0,19.5,57.1,0.24732871810256474,22.0,5.0,2004-05-03 22:00:00
1135.0,18.9,62.5,0.30165893938257526,23.0,5.0,2004-05-03 23:00:00
1065.0,18.4,65.8,0.3222284162043645,0.0,5.0,2004-05-04 00:00:00
999.0,16.4,79.2,0.38396904776327756,1.0,5.0,2004-05-04 01:00:00
911.0,16.1,80.0,0.3758303029784736,2.0,5.0,2004-05-04 02:00:00
873.0,15.6,81.0,0.35781429463215847,3.0,5.0,2004-05-04 03:00:00
967.0,15.7,80.5,0.35318887465390053,5.0,5.0,2004-05-04 05:00:00
1280.0,16.0,80.8,0.3785734126398483,6.0,5.0,2004-05-04 06:00:00
1564.0,16.6,78.0,0.3765167861522717,7.0,5.0,2004-05-04 07:00:00
1505.0,16.1,79.2,0.36450421505306546,8.0,5.0,2004-05-04 08:00:00
1309.0,17.7,70.8,0.34861252984868774,9.0,5.0,2004-05-04 09:00:00
1035.0,20.3,54.8,0.2520808012088074,10.0,5.0,2004-05-04 10:00:00
