PT08.S1(CO),T,RH,log_AH,hour,month,Datetime,CO
846.0,16.3,51.4,-0.05466740134230821,4.0,5.0,2004-05-19 04:00:00,
877.0,19.6,47.7,0.0710174872352804,4.0,5.0,2004-05-20 04:00:00,
888.0,16.5,50.2,-0.07042246429654582,4.0,5.0,2004-05-21 04:00:00,
951.0,16.9,49.8,-0.046672408198430666,4.0,5.0,2004-05-22 04:00:00,
973.0,18.0,57.6,0.16449697188140266,4.0,5.0,2004-05-23 04:00:00,
746.0,15.7,42.3,-0.29249362944900303,3.0,5.0,2004-05-24 03:00:00,
753.0,16.3,41.0,-0.28595023960702215,4.0,5.0,2004-05-24 04:00:00,
746.0,17.5,29.1,-0.5493932169152491,2.0,5.0,2004-05-25 02:00:00,
752.0,13.3,35.6,-0.6174832766389557,3.0,5.0,2004-05-25 03:00:00,
742.0,14.0,33.7,-0.6245543890943336,4.0,5.0,2004-05-25 04:00:00,
1059.0,32.6,9.2,-0.8067639073469128,15.0,5.0,2004-05-25 15:00:00,
1083.0,32.3,10.0,-0.7450722534248647,16.0,5.0,2004-05-25 16:00:00,
1150.0,32.1,10.7,-0.6939475007307144,17.0,5.0,2004-05-25 17:00:00,
1321.0,29.7,12.2,-0.6917481596462379,18.0,5.0,2004-05-25 18:00:00,
,,,,19.0,5.0,2004-05-25 19:00:00,
,,,,20.0,5.0,2004-05-25 20:00:00,
,,,,21.0,5.0,2004-05-25 21:00:00,
,,,,22.0,5.0,2004-05-25 22:00:00,
,,,,23.0,5.0,2004-05-25 23:00:00,
,,,,0.0,5.0,2004-05-26 00:00:00,
,,,,1.0,5.0,2004-05-26 01:00:00,
,,,,2.0,5.0,2004-05-26 02:00:00,
,,,,3.0,5.0,2004-05-26 03:00:00,
,,,,4.0,5.0,2004-05-26 04:00:00,
,,,,5.0,5.0,2004-05-26 05:00:00,
,,,,6.0,5.0,2004-05-26 06:00:00,
,,,,7.0,5.0,2004-05-26 07:00:00,
,,,,8.0,5.0,2004-05-26 08:00:00,
1120.0,31.0,15.9,-0.35111897836805117,17.0,5.0,2004-05-26 17:00:00,
1131.0,28.6,18.7,-0.3262843102337231,18.0,5.0,2004-05-26 18:00:00,
1130.0,26.7,19.5,-0.3924501710306697,19.0,5.0,2004-05-26 19:00:00,
1123.0,25.0,24.4,-0.27233379550498144,20.0,5.0,2004-05-26 20:00:00,
1069.0,22.8,28.4,-0.24794867023318093,21.0,5.0,2004-05-26 21:00:00,
1021.0,21.7,29.2,-0.2932978112374166,22.0,5.0,2004-05-26 22:00:00,
1101.0,21.1,30.9,-0.27220250160339454,23.0,5.0,2004-05-26 23:00:00,
1026.0,19.9,36.3,-0.1804433217821823,0.0,5.0,2004-05-27 00:00:00,
949.0,18.6,39.3,-0.17972493094668862,1.0,5.0,2004-05-27 01:00:00,
846.0,18.6,38.8,-0.19504212120333497,2.0,5.0,2004-05-27 02:00:00,
811.0,19.0,38.9,-0.16629073972142697,3.0,5.0,2004-05-27 03:00:00,
803.0,18.0,40.9,-0.1750679280826465,4.0,5.0,2004-05-27 04:00:00,
882.0,15.5,48.6,-0.16193086714622057,5.0,5.0,2004-05-27 05:00:00,
963.0,16.0,47.9,-0.14398585052838153,6.0,5.0,2004-05-27 06:00:00,
1413.0,17.0,46.0,-0.12443007837817703,7.0,5.0,2004-05-27 07:00:00,
1485.0,19.0,41.6,-0.10103654417777178,8.0,5.0,2004-05-27 08:00:00,
1354.0,21.8,35.0,-0.10513831812330474,9.0,5.0,2004-05-27 09:00:00,
1074.0,25.6,28.0,-0.09563023101525009,10.0,5.0,2004-05-27 10:00:00,
1022.0,26.4,23.1,-0.2416894686013081,11.0,5.0,2004-05-27 11:00:00,
1100.0,27.1,24.2,-0.15548490284039498,12.0,5.0,2004-05-27 12:00:00,
1073.0,27.5,20.9,-0.2790527457537265,13.0,5.0,2004-05-27 13:00:00,
1049.0,29.5,19.7,-0.22127030693252941,14.0,5.0,2004-05-27 14:00:00,
1086.0,30.6,18.6,-0.22139508078009287,15.0,5.0,2004-05-27 15:00:00,
1059.0,31.3,15.8,-0.34164559539521033,16.0,5.0,2004-05-27 16:00:00,
1244.0,29.4,21.0,-0.16818199324023547,17.0,5.0,2004-05-27 17:00:00,
1320.0,27.0,23.5,-0.19164488425483878,18.0,5.0,2004-05-27 18:00:00,
1236.0,25.8,26.7,-0.13261752461483906,19.0,5.0,2004-05-27 19:00:00,
1136.0,23.7,28.4,-0.19540679634261007,20.0,5.0,2004-05-27 20:00:00,
1110.0,21.3,33.0,-0.18825914946070793,21.0,5.0,2004-05-27 21:00:00,
1026.0,20.5,35.3,-0.17019537699611403,22.0,5.0,2004-05-27 22:00:00,
1038.0,19.4,38.1,-0.16122564849922175,23.0,5.0,2004-05-27 23:00:00,
975.0,19.4,40.7,-0.10037297414678727,0.0,5.0,2004-05-28 00:00:00,
908.0,17.8,44.9,-0.10203272556515161,1.0,5.0,2004-05-28 01:00:00,
896.0,16.6,49.7,-0.07310847182063836,2.0,5.0,2004-05-28 02:00:00,
810.0,16.5,48.6,-0.10225423403875637,3.0,5.0,2004-05-28 03:00:00,
789.0,15.2,53.6,-0.08446915662644996,4.0,5.0,2004-05-28 04:00:00,
814.0,15.5,51.7,-0.10325162981047453,5.0,5.0,2004-05-28 05:00:00,
958.0,14.9,54.8,-0.07828591839854415,6.0,5.0,2004-05-28 06:00:00,
1213.0,16.3,51.3,-0.0601747230360701,7.0,5.0,2004-05-28 07:00:00,
1221.0,18.4,45.7,-0.045101973912420185,8.0,5.0,2004-05-28 08:00:00,
1245.0,20.8,43.6,0.059588791411657446,9.0,5.0,2004-05-28 09:00:00,
1050.0,24.3,35.1,0.04659728537678226,10.0,5.0,2004-05-28 10:00:00,
1048.0,26.4,29.3,-0.011162064706191917,11.0,5.0,2004-05-28 11:00:00,
1141.0,28.3,25.0,-0.05181974872979647,12.0,5.0,2004-05-28 12:00:00,
1052.0,28.9,23.7,-0.07418489818937658,13.0,5.0,2004-05-28 13:00:00,
1152.0,28.5,25.8,-0.006923915072824198,14.0,5.0,2004-05-28 14:00:00,
853.0,17.7,51.9,0.037199440989106304,4.0,5.0,2004-05-29 04:00:00,
738.0,17.7,49.7,-0.0030045090202987243,5.0,5.0,2004-05-29 05:00:00,
815.0,17.0,47.7,-0.08501337432695673,4.0,5.0,2004-05-30 04:00:00,
759.0,19.7,42.4,-0.03707900824142074,2.0,5.0,2004-05-31 02:00:00,
738.0,18.9,45.0,-0.03014997695088322,3.0,5.0,2004-05-31 03:00:00,
736.0,18.7,45.4,-0.031077955570861397,4.0,5.0,2004-05-31 04:00:00,
765.0,16.4,52.4,-0.029531802606037858,5.0,5.0,2004-05-31 05:00:00,
830.0,19.6,68.4,0.4345707332468182,1.0,6.0,2004-06-01 01:00:00,
805.0,18.0,76.4,0.4451985103267644,2.0,6.0,2004-06-01 02:00:00,
760.0,17.3,77.2,0.41237451640909917,3.0,6.0,2004-06-01 03:00:00,
783.0,16.5,82.3,0.4264435144933561,4.0,6.0,2004-06-01 04:00:00,
964.0,19.9,66.4,0.4189076838046532,1.0,6.0,2004-06-02 01:00:00,
887.0,19.1,69.0,0.408327673721641,2.0,6.0,2004-06-02 02:00:00,
885.0,18.5,70.7,0.4029285604561675,3.0,6.0,2004-06-02 03:00:00,
830.0,18.9,67.8,0.3845138213552322,4.0,6.0,2004-06-02 04:00:00,
792.0,20.0,63.7,0.38811546977305134,5.0,6.0,2004-06-02 05:00:00,
813.0,19.8,64.7,0.3899452964501276,6.0,6.0,2004-06-02 06:00:00,
890.0,19.7,65.3,0.3949432806485822,7.0,6.0,2004-06-02 07:00:00,
984.0,20.8,62.0,0.40559843255339884,8.0,6.0,2004-06-02 08:00:00,
1043.0,22.2,56.6,0.40366348616153624,9.0,6.0,2004-06-02 09:00:00,
1054.0,24.3,49.0,0.38689372252272897,10.0,6.0,2004-06-02 10:00:00,
1063.0,25.0,46.5,0.37101168003878515,11.0,6.0,2004-06-02 11:00:00,
978.0,28.9,34.8,0.3077052636572473,12.0,6.0,2004-06-02 12:00:00,
887.0,29.6,33.4,0.3060866641278856,13.0,6.0,2004-06-02 13:00:00,
887.0,30.9,30.7,0.29958593945460454,14.0,6.0,2004-06-02 14:00:00,
977.0,31.8,31.0,0.3566949437387351,15.0,6.0,2004-06-02 15:00:00,
1043.0,31.4,31.2,0.3455027669354816,16.0,6.0,2004-06-02 16:00:00,
1010.0,28.9,35.7,0.3354002336598774,17.0,6.0,2004-06-02 17:00:00,
1094.0,27.2,42.5,0.4144248494796363,18.0,6.0,2004-06-02 18:00:00,
1223.0,26.2,46.4,0.4429535525191559,19.0,6.0,2004-06-02 19:00:00,
1109.0,24.5,51.0,0.43528277651734654,20.0,6.0,2004-06-02 20:00:00,
1026.0,22.8,56.1,0.4287258016827164,21.0,6.0,2004-06-02 21:00:00,
1036.0,21.9,60.9,0.45736155389666633,22.0,6.0,2004-06-02 22:00:00,
963.0,21.7,61.0,0.4457749715116631,23.0,6.0,2004-06-02 23:00:00,
996.0,20.8,64.8,0.44980092192821614,0.0,6.0,2004-06-03 00:00:00,
999.0,20.3,70.9,0.5127637443962496,1.0,6.0,2004-06-03 01:00:00,
893.0,18.9,79.0,0.532978428407124,2.0,6.0,2004-06-03 02:00:00,
730.0,18.1,64.6,0.28337280086368244,3.0,6.0,2004-06-03 03:00:00,
753.0,18.6,64.5,0.3115206619316226,4.0,6.0,2004-06-03 04:00:00,
825.0,17.6,67.4,0.2971372312225361,5.0,6.0,2004-06-03 05:00:00,
1012.0,17.6,67.6,0.298547825762087,6.0,6.0,2004-06-03 06:00:00,
1221.0,19.0,61.7,0.29214708941093936,7.0,6.0,2004-06-03 07:00:00,
1215.0,20.0,57.4,0.2827700280907603,8.0,6.0,2004-06-03 08:00:00,
1234.0,22.6,45.9,0.21656193994865539,9.0,6.0,2004-06-03 09:00:00,
1138.0,27.3,34.3,0.2057125095845302,10.0,6.0,2004-06-03 10:00:00,
987.0,27.4,31.0,0.11189909249740881,11.0,6.0,2004-06-03 11:00:00,
980.0,26.2,33.6,0.11724956005023981,12.0,6.0,2004-06-03 12:00:00,
966.0,26.8,32.4,0.11893792407151385,13.0,6.0,2004-06-03 13:00:00,
905.0,28.7,27.7,0.06859279146561167,14.0,6.0,2004-06-03 14:00:00,
903.0,28.7,25.0,-0.032110053918233586,15.0,6.0,2004-06-03 15:00:00,
914.0,29.1,22.3,-0.12658415210945298,16.0,6.0,2004-06-03 16:00:00,
1050.0,29.0,24.5,-0.035109177113567896,17.0,6.0,2004-06-03 17:00:00,
1043.0,27.2,28.3,0.0015987213636970735,18.0,6.0,2004-06-03 18:00:00,
1125.0,25.3,30.0,-0.04919024419077178,19.0,6.0,2004-06-03 19:00:00,
1058.0,24.1,34.8,0.03275756423817229,20.0,6.0,2004-06-03 20:00:00,
951.0,23.0,43.1,0.18173805325553835,21.0,6.0,2004-06-03 21:00:00,
944.0,22.1,43.9,0.14158636406187075,22.0,6.0,2004-06-03 22:00:00,
959.0,21.0,48.1,0.16381808522939492,23.0,6.0,2004-06-03 23:00:00,
974.0,20.6,49.2,0.161608515196413,0.0,6.0,2004-06-04 00:00:00,
880.0,21.2,47.6,0.16542968912373646,1.0,6.0,2004-06-04 01:00:00,
853.0,21.0,50.1,0.21009883779340122,2.0,6.0,2004-06-04 02:00:00,
912.0,20.1,53.1,0.2104229869048294,3.0,6.0,2004-06-04 03:00:00,
863.0,19.0,54.0,0.1608425251168305,4.0,6.0,2004-06-04 04:00:00,
729.0,19.2,51.1,0.11689375147149943,5.0,6.0,2004-06-04 05:00:00,
830.0,19.2,53.1,0.1537505998059185,6.0,6.0,2004-06-04 06:00:00,
1198.0,20.6,49.0,0.161097920342328,7.0,6.0,2004-06-04 07:00:00,
971.0,21.8,41.9,0.07417939817425147,8.0,6.0,2004-06-04 08:00:00,
885.0,22.8,37.6,0.03101405352916954,9.0,6.0,2004-06-04 09:00:00,
862.0,24.8,31.3,-0.036041771347265536,10.0,6.0,2004-06-04 10:00:00,
892.0,26.0,29.4,-0.024292692569044587,11.0,6.0,2004-06-04 11:00:00,
933.0,27.0,27.8,-0.027268427154193777,12.0,6.0,2004-06-04 12:00:00,
975.0,27.0,29.3,0.02732329564889041,13.0,6.0,2004-06-04 13:00:00,
927.0,27.0,29.6,0.04104596943600102,14.0,6.0,2004-06-04 14:00:00,
993.0,25.8,32.6,0.0695260626486103,15.0,6.0,2004-06-04 15:00:00,
726.0,17.2,57.9,0.11955923505763925,4.0,6.0,2004-06-07 04:00:00,
814.0,20.1,57.3,0.2890810933654882,4.0,6.0,2004-06-10 04:00:00,
1105.0,30.0,27.5,0.14054424499230836,10.0,6.0,2004-06-11 10:00:00,
724.0,19.1,50.7,0.10345870836822997,4.0,6.0,2004-06-14 04:00:00,
804.0,18.8,58.6,0.22960264637494815,4.0,6.0,2004-06-17 04:00:00,
,,,,4.0,6.0,2004-06-20 04:00:00,
768.0,20.8,50.3,0.19942446469361683,4.0,6.0,2004-06-23 04:00:00,
763.0,21.2,39.4,-0.01999864650668997,4.0,6.0,2004-06-26 04:00:00,
850.0,24.8,48.0,0.3958860416611702,4.0,6.0,2004-06-29 04:00:00,
874.0,25.3,47.2,0.40713038742722557,4.0,7.0,2004-07-02 04:00:00,
816.0,19.7,51.4,0.15597758145435273,4.0,7.0,2004-07-05 04:00:00,
969.0,24.5,40.4,0.2030224733179879,4.0,7.0,2004-07-08 04:00:00,
780.0,19.9,51.3,0.1657686434528862,4.0,7.0,2004-07-12 04:00:00,
797.0,21.6,44.0,0.11555834063427235,4.0,7.0,2004-07-15 04:00:00,
882.0,23.3,39.5,0.11118352896061494,4.0,7.0,2004-07-18 04:00:00,
854.0,23.7,38.6,0.10966125420951839,3.0,7.0,2004-07-19 03:00:00,
1173.0,39.1,16.0,0.10436001532424286,12.0,7.0,2004-07-19 12:00:00,
1102.0,39.2,16.4,0.13444347654949063,13.0,7.0,2004-07-19 13:00:00,
1076.0,40.5,14.9,0.10526051065749294,14.0,7.0,2004-07-19 14:00:00,
1078.0,41.4,13.8,0.0756639039209896,15.0,7.0,2004-07-19 15:00:00,
1100.0,40.5,14.9,0.10795714150509236,16.0,7.0,2004-07-19 16:00:00,
1234.0,39.6,17.0,0.1876407182715545,17.0,7.0,2004-07-19 17:00:00,
1323.0,37.7,19.8,0.24019730588003732,18.0,7.0,2004-07-19 18:00:00,
1263.0,34.3,24.2,0.25130331710806614,19.0,7.0,2004-07-19 19:00:00,
1216.0,31.7,28.1,0.2555720185335472,20.0,7.0,2004-07-19 20:00:00,
1247.0,30.2,30.8,0.2629794598114091,21.0,7.0,2004-07-19 21:00:00,
1264.0,29.4,33.0,0.28840680976623795,22.0,7.0,2004-07-19 22:00:00,
1111.0,29.2,33.1,0.2777832402725334,23.0,7.0,2004-07-19 23:00:00,
1068.0,27.6,36.6,0.28668157211819745,0.0,7.0,2004-07-20 00:00:00,
1015.0,27.2,36.9,0.27360850272042153,1.0,7.0,2004-07-20 01:00:00,
989.0,25.4,41.0,0.2684227975129697,2.0,7.0,2004-07-20 02:00:00,
930.0,25.2,41.5,0.2704850476232594,3.0,7.0,2004-07-20 03:00:00,
952.0,23.4,47.4,0.2982510238010151,4.0,7.0,2004-07-20 04:00:00,
981.0,25.1,44.0,0.3216486220150538,5.0,7.0,2004-07-20 05:00:00,
1138.0,23.9,46.5,0.3102015938816511,6.0,7.0,2004-07-20 06:00:00,
1472.0,24.8,43.2,0.291698993809715,7.0,7.0,2004-07-20 07:00:00,
1626.0,27.0,38.7,0.30821972366932904,8.0,7.0,2004-07-20 08:00:00,
1480.0,29.4,33.6,0.30202866615870255,9.0,7.0,2004-07-20 09:00:00,
1367.0,34.8,23.4,0.24537460015553164,10.0,7.0,2004-07-20 10:00:00,
1245.0,38.1,18.5,0.1912812981654266,11.0,7.0,2004-07-20 11:00:00,
1194.0,38.9,18.0,0.20847651427080585,12.0,7.0,2004-07-20 12:00:00,
1156.0,39.8,16.0,0.1348804821938182,13.0,7.0,2004-07-20 13:00:00,
1107.0,41.7,12.5,-0.005917473764037623,14.0,7.0,2004-07-20 14:00:00,
1127.0,42.8,12.3,0.03207989346341165,15.0,7.0,2004-07-20 15:00:00,
1083.0,41.4,14.2,0.10687936162709612,16.0,7.0,2004-07-20 16:00:00,
1289.0,41.3,15.5,0.1906203596086497,17.0,7.0,2004-07-20 17:00:00,
1209.0,38.3,19.4,0.25083653633095837,18.0,7.0,2004-07-20 18:00:00,
1221.0,34.7,23.3,0.235309248213081,19.0,7.0,2004-07-20 19:00:00,
1255.0,32.6,26.3,0.24325985489903426,20.0,7.0,2004-07-20 20:00:00,
1163.0,30.9,29.0,0.2429461786103894,21.0,7.0,2004-07-20 21:00:00,
1234.0,30.1,30.2,0.2398826673184861,22.0,7.0,2004-07-20 22:00:00,
1240.0,29.0,33.4,0.27376061711073607,23.0,7.0,2004-07-20 23:00:00,
1128.0,28.3,36.8,0.32973530868278045,0.0,7.0,2004-07-21 00:00:00,
1057.0,27.6,38.2,0.3300948010833878,1.0,7.0,2004-07-21 01:00:00,
1026.0,25.8,43.1,0.34451126543782423,2.0,7.0,2004-07-21 02:00:00,
925.0,27.4,39.1,0.34160191444121135,3.0,7.0,2004-07-21 03:00:00,
917.0,26.3,40.9,0.3223008668473956,4.0,7.0,2004-07-21 04:00:00,
1011.0,23.3,50.1,0.34358970439007686,5.0,7.0,2004-07-21 05:00:00,
1079.0,23.1,49.7,0.3266383275621934,6.0,7.0,2004-07-21 06:00:00,
1322.0,24.2,46.4,0.3245442371843473,7.0,7.0,2004-07-21 07:00:00,
1526.0,25.8,42.2,0.3201976641284608,8.0,7.0,2004-07-21 08:00:00,
1338.0,28.1,37.3,0.3308852297524291,9.0,7.0,2004-07-21 09:00:00,
1421.0,33.9,26.8,0.3343270802748248,10.0,7.0,2004-07-21 10:00:00,
1197.0,38.0,17.2,0.11573649848259676,11.0,7.0,2004-07-21 11:00:00,
1116.0,38.9,15.9,0.08581065641311078,12.0,7.0,2004-07-21 12:00:00,
1115.0,40.4,15.0,0.10660973505825827,13.0,7.0,2004-07-21 13:00:00,
1018.0,40.1,15.2,0.10120188050896733,14.0,7.0,2004-07-21 14:00:00,
1109.0,42.0,14.2,0.14123911169272463,15.0,7.0,2004-07-21 15:00:00,
1105.0,42.7,14.4,0.18995898392316599,16.0,7.0,2004-07-21 16:00:00,
1128.0,41.6,14.5,0.13828258780000666,17.0,7.0,2004-07-21 17:00:00,
1602.0,26.4,46.3,0.4524759123775191,8.0,7.0,2004-07-22 08:00:00,
1362.0,28.1,42.0,0.45330243752232446,9.0,7.0,2004-07-22 09:00:00,
870.0,24.1,59.6,0.5685472123266155,4.0,7.0,2004-07-25 04:00:00,
837.0,25.9,46.3,0.42133845726445457,3.0,7.0,2004-07-26 03:00:00,
822.0,25.6,46.8,0.41283786243757753,4.0,7.0,2004-07-26 04:00:00,
860.0,25.3,47.6,0.41600932198383556,5.0,7.0,2004-07-26 05:00:00,
1023.0,25.4,48.5,0.43870644188796626,6.0,7.0,2004-07-26 06:00:00,
1150.0,26.5,46.3,0.4553974768563734,7.0,7.0,2004-07-26 07:00:00,
1088.0,27.9,42.7,0.45450920828708685,8.0,7.0,2004-07-26 08:00:00,
993.0,28.8,38.9,0.41765714887352634,9.0,7.0,2004-07-26 09:00:00,
962.0,31.7,31.5,0.3706666025654689,10.0,7.0,2004-07-26 10:00:00,
974.0,33.9,26.9,0.333897496248744,11.0,7.0,2004-07-26 11:00:00,
998.0,34.7,26.5,0.3651985148796093,12.0,7.0,2004-07-26 12:00:00,
964.0,35.4,24.8,0.33768578568687496,13.0,7.0,2004-07-26 13:00:00,
903.0,35.2,24.1,0.3008450589780618,14.0,7.0,2004-07-26 14:00:00,
973.0,36.3,22.8,0.30483413126934655,15.0,7.0,2004-07-26 15:00:00,
976.0,35.4,23.8,0.29587343147807,16.0,7.0,2004-07-26 16:00:00,
1026.0,34.6,23.5,0.23830798783398155,17.0,7.0,2004-07-26 17:00:00,
1163.0,33.0,28.2,0.33081339841238444,18.0,7.0,2004-07-26 18:00:00,
1082.0,32.5,27.9,0.29065265589661377,19.0,7.0,2004-07-26 19:00:00,
1029.0,30.5,29.9,0.2527023535557542,20.0,7.0,2004-07-26 20:00:00,
991.0,29.1,33.1,0.2720099030574853,21.0,7.0,2004-07-26 21:00:00,
950.0,28.4,35.8,0.31225272638598567,22.0,7.0,2004-07-26 22:00:00,
997.0,27.7,37.9,0.325122355425626,23.0,7.0,2004-07-26 23:00:00,
912.0,28.3,35.5,0.29371384468349976,0.0,7.0,2004-07-27 00:00:00,
861.0,27.1,38.6,0.3098348770929142,1.0,7.0,2004-07-27 01:00:00,
838.0,25.8,40.9,0.2909517213194035,2.0,7.0,2004-07-27 02:00:00,
784.0,26.0,40.6,0.29765715547385907,3.0,7.0,2004-07-27 03:00:00,
800.0,24.6,43.4,0.2812615046488582,4.0,7.0,2004-07-27 04:00:00,
825.0,25.1,42.3,0.2821668917636708,5.0,7.0,2004-07-27 05:00:00,
996.0,23.1,48.8,0.3102749211044154,6.0,7.0,2004-07-27 06:00:00,
1086.0,24.7,46.8,0.3602585152700852,7.0,7.0,2004-07-27 07:00:00,
1041.0,24.6,45.1,0.315832115868127,8.0,7.0,2004-07-27 08:00:00,
991.0,26.2,38.5,0.2571197668691409,9.0,7.0,2004-07-27 09:00:00,
999.0,29.3,31.0,0.2187338428255096,10.0,7.0,2004-07-27 10:00:00,
981.0,31.2,26.6,0.17563256864315796,11.0,7.0,2004-07-27 11:00:00,
926.0,31.1,26.2,0.15005659620667908,12.0,7.0,2004-07-27 12:00:00,
939.0,31.7,26.4,0.19499095989461754,13.0,7.0,2004-07-27 13:00:00,
915.0,31.7,25.6,0.16466662155523393,14.0,7.0,2004-07-27 14:00:00,
883.0,32.6,22.5,0.08626943515217586,15.0,7.0,2004-07-27 15:00:00,
926.0,32.8,22.2,0.0801965419942766,16.0,7.0,2004-07-27 16:00:00,
989.0,32.4,22.4,0.06775210205081852,17.0,7.0,2004-07-27 17:00:00,
1003.0,31.4,22.7,0.026641930946421092,18.0,7.0,2004-07-27 18:00:00,
933.0,28.4,24.7,-0.061449962316222594,19.0,7.0,2004-07-27 19:00:00,
912.0,27.7,24.2,-0.12556322297534575,20.0,7.0,2004-07-27 20:00:00,
888.0,26.1,28.3,-0.055935632330303305,21.0,7.0,2004-07-27 21:00:00,
858.0,25.3,28.4,-0.10081530523881628,22.0,7.0,2004-07-27 22:00:00,
837.0,25.2,27.7,-0.1346749033266016,23.0,7.0,2004-07-27 23:00:00,
902.0,24.5,28.0,-0.16381388523821494,0.0,7.0,2004-07-28 00:00:00,
860.0,23.6,31.9,-0.08392523493776129,1.0,7.0,2004-07-28 01:00:00,
794.0,22.8,34.7,-0.04982069498395592,2.0,7.0,2004-07-28 02:00:00,
742.0,23.6,33.2,-0.043220702454563435,3.0,7.0,2004-07-28 03:00:00,
779.0,20.5,41.2,-0.01999864650668997,4.0,7.0,2004-07-28 04:00:00,
798.0,20.6,41.5,-0.0018016219466282088,5.0,7.0,2004-07-28 05:00:00,
851.0,20.2,42.5,-0.005113049386823014,6.0,7.0,2004-07-28 06:00:00,
1048.0,20.9,40.4,-0.0116678048676821,7.0,7.0,2004-07-28 07:00:00,
1210.0,22.4,38.0,0.019900661706336174,8.0,7.0,2004-07-28 08:00:00,
1172.0,26.0,29.7,-0.017044434609258474,9.0,7.0,2004-07-28 09:00:00,
1026.0,31.4,18.6,-0.17459151073204415,10.0,7.0,2004-07-28 10:00:00,
914.0,34.2,15.8,-0.1778117413161264,11.0,7.0,2004-07-28 11:00:00,
938.0,35.4,15.3,-0.14514138566967086,12.0,7.0,2004-07-28 12:00:00,
908.0,34.6,15.5,-0.17019537699611403,13.0,7.0,2004-07-28 13:00:00,
892.0,33.9,16.2,-0.16794539084944746,14.0,7.0,2004-07-28 14:00:00,
949.0,35.3,15.0,-0.1668813723060767,15.0,7.0,2004-07-28 15:00:00,
956.0,36.8,13.7,-0.18212157679128835,16.0,7.0,2004-07-28 16:00:00,
1070.0,34.4,16.4,-0.13227503930981893,17.0,7.0,2004-07-28 17:00:00,
1103.0,35.3,16.8,-0.056782014098984535,18.0,7.0,2004-07-28 18:00:00,
1074.0,32.3,20.7,-0.012578782206860073,19.0,7.0,2004-07-28 19:00:00,
1086.0,29.6,26.1,0.06597498892353292,20.0,7.0,2004-07-28 20:00:00,
960.0,28.6,27.2,0.04688358589885046,21.0,7.0,2004-07-28 21:00:00,
974.0,27.6,27.4,-0.007427515828796584,22.0,7.0,2004-07-28 22:00:00,
939.0,26.3,29.0,-0.019488676583862413,23.0,7.0,2004-07-28 23:00:00,
954.0,25.4,30.1,-0.04061368288529702,0.0,7.0,2004-07-29 00:00:00,
925.0,24.7,32.1,-0.012275030875612578,1.0,7.0,2004-07-29 01:00:00,
797.0,25.7,30.9,0.004788516731797094,2.0,7.0,2004-07-29 02:00:00,
787.0,25.1,32.6,0.020096701699122397,3.0,7.0,2004-07-29 03:00:00,
774.0,23.9,34.4,0.007868958378695197,4.0,7.0,2004-07-29 04:00:00,
838.0,21.4,40.3,0.015578029963318462,5.0,7.0,2004-07-29 05:00:00,
918.0,21.2,41.2,0.024302292522964817,6.0,7.0,2004-07-29 06:00:00,
1125.0,21.6,40.9,0.0457378916738537,7.0,7.0,2004-07-29 07:00:00,
1281.0,24.0,36.6,0.07352923328811553,8.0,7.0,2004-07-29 08:00:00,
1145.0,26.8,29.5,0.020684591192832603,9.0,7.0,2004-07-29 09:00:00,
1088.0,31.8,19.4,-0.11249703122714616,10.0,7.0,2004-07-29 10:00:00,
1043.0,34.4,16.6,-0.11743309689209555,11.0,7.0,2004-07-29 11:00:00,
998.0,35.3,16.7,-0.06166266039210687,12.0,7.0,2004-07-29 12:00:00,
998.0,36.4,16.8,0.0032945669494301114,13.0,7.0,2004-07-29 13:00:00,
960.0,34.8,19.5,0.06456977064930007,14.0,7.0,2004-07-29 14:00:00,
1062.0,38.6,16.1,0.08185644646983214,15.0,7.0,2004-07-29 15:00:00,
1050.0,38.5,16.5,0.09866817179670123,16.0,7.0,2004-07-29 16:00:00,
1096.0,37.4,18.1,0.13688825206212168,17.0,7.0,2004-07-29 17:00:00,
1081.0,35.7,19.8,0.13094053926059576,18.0,7.0,2004-07-29 18:00:00,
1096.0,32.0,24.9,0.15383634471486704,19.0,7.0,2004-07-29 19:00:00,
1051.0,29.7,28.1,0.14358072847752415,20.0,7.0,2004-07-29 20:00:00,
1106.0,28.5,32.1,0.20668891324224908,21.0,7.0,2004-07-29 21:00:00,
1177.0,27.6,40.5,0.3862822886913904,22.0,7.0,2004-07-29 22:00:00,
1111.0,26.3,45.6,0.4284652323372253,23.0,7.0,2004-07-29 23:00:00,
1083.0,25.7,46.1,0.40713038742722557,0.0,7.0,2004-07-30 00:00:00,
1005.0,25.1,46.3,0.3705975727790887,1.0,7.0,2004-07-30 01:00:00,
942.0,23.5,51.3,0.38321949916084475,2.0,7.0,2004-07-30 02:00:00,
907.0,23.1,52.1,0.3728041658686032,3.0,7.0,2004-07-30 03:00:00,
867.0,23.7,51.2,0.3917041928581273,4.0,7.0,2004-07-30 04:00:00,
882.0,23.0,52.2,0.37266639635677823,5.0,7.0,2004-07-30 05:00:00,
894.0,23.0,49.9,0.32562793486653496,6.0,7.0,2004-07-30 06:00:00,
1263.0,23.0,50.9,0.343944251459914,7.0,7.0,2004-07-30 07:00:00,
1380.0,24.4,49.3,0.3929875865970518,8.0,7.0,2004-07-30 08:00:00,
1333.0,26.8,46.6,0.47976829930064774,9.0,7.0,2004-07-30 09:00:00,
1264.0,32.2,32.6,0.4325613337698654,10.0,7.0,2004-07-30 10:00:00,
